,mass
21173,1184377.1241068798
45057,0.0
21123,988241.0231972693
19193,2974326.4660272454
12123,0.0
17003,254906.30447539437
29099,10134655.557136906
29113,0.0
13051,13801868.776747173
12125,0.0
36037,3597267.5891619353
18019,8163673.586652191
21021,0.0
21065,0.0
48087,0.0
48089,4797805.901603646
17063,4406444.432524481
27081,0.0
13109,0.0
48497,0.0
49033,0.0
28117,0.0
21235,3926642.451359127
18149,0.0
48491,16468639.729972081
19131,0.0
13107,825601.1672934936
22025,0.0
42025,1589604.7552151785
31133,0.0
47171,1749407.1374526906
45083,21372445.82010634
47041,0.0
36029,21641299.978628814
24031,58536771.333324045
53021,2280362.1657615164
19093,0.0
20173,9273550.278516546
48453,26947352.485287894
12057,74668075.4954605
34021,26907956.069272026
31023,0.0
42129,5545585.355374801
12015,7889773.871099305
19029,1837219.3708424973
39107,0.0
21073,2028202.5180599606
23009,0.0
23013,0.0
13217,4555430.768332529
46049,0.0
26061,0.0
30061,2356860.79887718
47051,0.0
22029,0.0
22063,9131195.668892192
25009,38481927.049926
46019,0.0
08035,17668847.931189455
45079,28842682.969464187
18095,3138352.7058426593
40099,1256180.1998445953
54009,0.0
54013,0.0
51021,2471205.4584906185
30111,4337047.157052053
54043,0.0
06033,0.0
13131,0.0
08021,0.0
49037,0.0
18133,2634289.47843542
47015,0.0
23007,0.0
21165,0.0
46089,0.0
08051,0.0
26029,0.0
27151,0.0
39147,0.0
13267,0.0
48429,0.0
37117,0.0
30081,0.0
13317,0.0
53043,1250299.559730277
06081,29718534.300298776
39171,1765265.1828546359
20207,0.0
21157,1626317.4178872153
13065,0.0
13185,9562764.7515225
26099,22942740.848377924
13287,5161398.024384066
17079,0.0
48331,0.0
51049,0.0
45085,1687436.4710232492
54109,0.0
06029,18963551.453682784
48097,3858730.294556778
45075,7553259.524360068
55119,0.0
27099,1373282.6986935344
27101,0.0
44007,22904917.096231062
29161,4114329.9843166936
08095,0.0
05013,0.0
29141,0.0
39075,0.0
19143,0.0
18079,0.0
16083,0.0
17165,0.0
26077,6244491.824332098
45061,1945743.1949560875
56019,2298316.613423264
18027,881370.0348202382
26055,0.0
22003,0.0
46065,0.0
46069,0.0
45027,4445008.809163277
30095,1739045.2988960096
47007,0.0
21219,0.0
47183,0.0
29077,4268690.772309273
51685,0.0
51013,10337067.484987283
51035,4372132.097641078
29183,21767331.036953557
06069,0.0
24035,0.0
20013,0.0
13031,2727232.4316626987
21071,0.0
30007,249686.68528105522
13309,0.0
37049,0.0
51570,2203428.6752589447
39031,0.0
31135,0.0
48205,0.0
08049,0.0
48249,0.0
19189,0.0
06079,0.0
01067,0.0
39175,0.0
38085,0.0
48127,0.0
27045,0.0
45023,3346992.328278193
27073,0.0
49005,0.0
55093,0.0
13049,0.0
13233,0.0
49051,0.0
16029,0.0
37157,0.0
05117,2940947.0558680384
05011,0.0
48193,0.0
21067,13848516.282642215
21091,0.0
46013,0.0
54001,0.0
47181,0.0
31013,0.0
42097,1353142.928152023
48469,0.0
51530,0.0
26147,4387965.222413296
31173,0.0
50015,0.0
51067,0.0
40011,0.0
19103,7160257.627977501
20133,0.0
21089,0.0
20107,0.0
49017,0.0
32011,989439.3781856499
31085,0.0
26119,0.0
26135,0.0
35007,1908271.2643442706
17163,18272728.748842154
17189,2754906.788585825
42009,2788503.176090926
05127,0.0
20099,0.0
48059,2761020.0525010065
48379,0.0
20067,0.0
51105,0.0
35051,1609230.5412861095
05043,0.0
31123,0.0
30019,0.0
12073,4391016.52903673
40119,1075055.4073441161
01039,0.0
18093,0.0
20069,0.0
21045,0.0
21169,0.0
21207,0.0
22011,0.0
23025,1280566.206025224
40025,0.0
19097,0.0
38063,0.0
36019,1113873.0193459864
08045,6782115.299640644
26097,646396.5700453548
48307,0.0
28141,0.0
48105,1989447.6773526003
48217,7254128.771120024
08075,2124251.903979297
20055,0.0
48473,3228505.198391178
01099,0.0
50009,0.0
29015,0.0
05109,0.0
08077,5197284.875097264
29065,0.0
51185,0.0
42103,863813.0385612175
42115,2117744.3826943827
48343,991305.7133865386
42125,5726488.141546921
50001,0.0
20103,1805165.6173210172
26121,568269.1621573662
51680,0.0
05125,10433171.05520384
42089,3414304.9322814927
05101,0.0
38019,0.0
01045,0.0
20109,31871.517661496087
06039,0.0
29075,0.0
31009,0.0
49009,0.0
56031,2179180.2866407693
37071,15019029.216228772
47081,2749358.6399892
28143,0.0
29081,1365968.1673064847
18005,3548974.477600507
13223,0.0
39015,0.0
47141,7683682.090518675
38101,0.0
25027,44954075.48335484
39091,0.0
06031,3866060.0686194957
06073,271748667.0237119
13079,60024.4386
29037,3945394.382121509
36027,4266584.072025576
48477,0.0
08101,6017505.175529154
29067,0.0
38009,0.0
37051,10801445.18246488
56017,0.0
26001,0.0
06061,24726642.529052693
05129,0.0
48305,0.0
36077,1541744.1963014666
37153,575842.3471872442
49027,4544744.7070491705
49029,1209464.988353198
48257,4896278.784711913
04011,0.0
04013,141097368.79886737
26129,1026045.9394019241
47087,0.0
17159,0.0
22057,0.0
19139,0.0
12113,4653503.878207362
18101,0.0
21203,6481076.523682721
21223,207392.87717240013
01107,0.0
40045,0.0
17145,0.0
19075,0.0
08107,0.0
34035,25755348.12349642
06011,4834208.67371967
17087,2139164.9810535936
08053,0.0
16031,2523489.63564826
27059,0.0
42049,4834598.33981497
28029,2583476.1337177847
48467,5134646.553305322
51161,4726593.605991834
51015,8805058.208880711
41009,0.0
45041,5965382.741519324
38061,0.0
49053,6629715.191076732
30003,1746220.2549939759
42047,0.0
31165,0.0
28031,0.0
18013,0.0
48199,0.0
39143,6258898.271513096
23021,0.0
17153,972606.8783103137
40107,1456342.150299241
26145,9600644.406298125
35039,0.0
50005,1325878.1852998838
51023,4973326.823568507
17119,13974757.138738982
48085,0.0
45001,0.0
31053,0.0
12115,22924157.458553374
55077,1315553.8927746485
04015,10366321.952451352
04025,13216319.939326432
45051,0.0
42091,13377993.392553244
16061,0.0
51720,0.0
34027,40485197.33423004
29211,0.0
20135,0.0
48039,0.0
51790,175518.41782160001
31029,0.0
39113,24882728.12643568
48447,0.0
13221,0.0
05029,2275812.572964928
29147,0.0
38073,0.0
40037,5255921.8532821005
48457,0.0
06037,639089531.1097288
04027,5213654.685544676
13129,6586049.789042512
19025,0.0
12055,0.0
51580,67586.64309180851
50017,1903566.6485510306
20113,1742142.6328458686
04021,18699805.598798227
39051,2259132.211527316
08003,0.0
12017,0.0
28129,0.0
16075,1898817.7224324073
16079,1905934.5337465699
37095,0.0
01003,9189666.976755563
19007,0.0
51127,4849306.227694808
13263,0.0
36049,0.0
54015,345269.66130734095
18077,0.0
48347,0.0
44009,2273745.3677185527
53047,0.0
53063,12878273.76140851
22059,0.0
23027,66155.26323665705
24027,25110944.6693642
49035,80746856.22523932
38001,0.0
37137,0.0
21083,0.0
42021,0.0
47107,5782194.23266666
26093,9299351.482129415
08001,35079523.760732375
42069,5171530.709328053
40123,0.0
28127,0.0
28131,0.0
06013,63989214.704033494
47017,125997.6346056
51087,24014645.373738084
18119,0.0
36119,29429431.23073419
29017,0.0
54047,0.0
54033,3752352.2851987868
06115,0.0
01117,8909893.775795277
08091,0.0
35009,0.0
40149,1097579.9623016138
37135,13857160.41714833
18131,0.0
26019,0.0
16071,1742066.7217128375
17139,0.0
21107,2600752.940677497
16035,0.0
21013,0.0
27035,0.0
04009,0.0
30017,823266.2382640106
46109,887296.1939014985
17141,2639105.0456251116
38077,1134442.9469167055
55005,0.0
55051,0.0
27157,0.0
06015,0.0
40127,0.0
53007,0.0
26141,0.0
40027,9074809.95564602
36105,0.0
37149,2496595.3146449467
37165,0.0
37085,2275977.3254697034
37105,0.0
18159,0.0
20027,0.0
20121,248136.30755707182
13091,0.0
36023,2376809.276063635
13039,9040364.887235356
26161,10354766.366141284
18087,2084621.6502726283
48371,2879918.9501654305
13225,4854553.570187114
13311,0.0
13163,0.0
55083,0.0
31065,0.0
01069,0.0
40103,2551051.181276026
20063,1638956.519428267
22077,0.0
31067,0.0
01115,10452661.16114197
28123,2380010.1692460077
13095,0.0
18061,1701967.603435446
16017,0.0
13047,6931316.907688745
55105,5488420.391727369
45077,0.0
53013,0.0
18023,1871600.6614088793
17027,917577.7377756769
16067,1160500.0158593163
42113,0.0
28121,6696219.143735336
48345,0.0
41039,7032726.9708124045
48485,2267778.725694543
26155,2873196.861618416
20089,0.0
20123,0.0
12007,0.0
28091,0.0
28039,0.0
27085,0.0
55033,2934648.0402236297
08027,0.0
29123,0.0
48353,3158355.198345521
42127,421097.05569671764
36091,11298857.467302877
48041,0.0
40095,0.0
24001,4512337.751819093
54103,0.0
55053,3547793.735084014
41007,0.0
53041,6861345.665792148
36003,844199.8196408157
19031,3209016.6018579765
18117,0.0
13089,83176447.44337644
13227,108102.81258019934
30015,0.0
31017,0.0
47013,4541035.9590840265
37069,0.0
24510,19090509.105711903
20111,2544878.386974781
19027,0.0
37177,0.0
27131,2912151.3977022544
29219,2772106.782032348
21227,10091427.630225122
22017,20445639.78780515
46121,0.0
19127,0.0
40141,0.0
37113,0.0
54063,0.0
18155,0.0
21105,0.0
01061,0.0
17099,6004680.347960014
19055,0.0
20127,0.0
19051,0.0
16015,0.0
55081,3857606.583159017
37143,0.0
12047,6883056.213573081
31039,0.0
53069,0.0
35011,0.0
31109,7902078.757401527
31129,0.0
46099,9072758.334506247
48327,0.0
06091,250993.41118961232
21053,0.0
39063,4499626.4191448055
48189,2163157.0365063706
01027,0.0
48011,0.0
39003,3090325.0754340305
13189,1471656.9820553253
55111,2209697.170207571
05137,0.0
41063,0.0
42007,1343270.1023540597
28061,1133421.4408407882
29083,0.0
08109,0.0
37037,0.0
53057,5854500.498351152
28067,4077883.086771176
55021,6000691.324419196
37019,317294.53470675345
27029,0.0
51131,0.0
20163,0.0
18041,0.0
31079,2630810.83074167
31081,2175852.345216
31115,0.0
06101,0.0
42105,0.0
48465,0.0
20077,0.0
19133,1553047.0808241586
49023,4212777.99660453
40137,0.0
36017,462901.19446159154
17143,4569799.543499933
19091,0.0
48391,0.0
39017,11163534.738063438
13273,0.0
13063,27191304.402002115
56013,0.0
18115,0.0
13073,3182474.5450852453
08115,1031882.7333168848
30065,0.0
42043,5376340.296577024
46101,1477763.9137820066
54079,2699467.3890793463
34037,493806.5162808
20039,0.0
18123,885334.1470543477
28145,2706713.572739673
31015,0.0
18103,0.0
20053,1182707.3248816514
22123,0.0
12077,0.0
20083,0.0
20119,0.0
21149,0.0
28001,0.0
28057,1972883.9530630426
48445,0.0
35021,0.0
01121,3778593.824182783
55067,0.0
48155,0.0
19021,0.0
19129,1203632.6221922596
48385,0.0
39041,7860135.829691344
37067,15194851.4628774
32510,1692401.2754918325
19049,3251569.729998022
48065,1632300.923300258
13261,0.0
29223,0.0
26143,1181685.2522934745
37005,0.0
06035,0.0
51610,40757.9608256
12081,15295277.044594547
39119,4084987.711855985
08015,0.0
08025,0.0
08043,0.0
28109,3464346.02042967
28111,0.0
31041,0.0
12013,0.0
26017,5016415.261156857
47157,45281429.53244613
06007,0.0
01023,0.0
18083,0.0
31047,2541532.139772376
20057,0.0
38105,0.0
38017,7766202.447749393
17069,0.0
31005,0.0
48163,3511204.1575388694
37077,4273356.9827754935
47091,0.0
39013,4443165.089930638
51195,0.0
29035,0.0
40013,0.0
31035,0.0
24017,0.0
19033,1606385.6966921932
19073,0.0
21205,1003347.9826689463
49055,0.0
29031,2440984.1185433813
53071,0.0
29133,1366669.9638882754
05025,0.0
48113,162796768.02805606
25025,14306581.60009406
16051,552839.0844632125
48177,2591065.4372596666
47115,7119002.018885684
26007,0.0
21231,0.0
47185,0.0
08067,0.0
48027,16806504.09047425
28069,0.0
05019,4011381.3659338327
41035,0.0
36075,2444360.4199252105
01019,0.0
48019,0.0
30087,752384.2661204988
35059,0.0
26153,0.0
36111,5428257.184551208
34007,14680639.591299186
47165,2136152.458461775
51097,0.0
05015,0.0
51820,655762.1038419079
41051,35192131.07183112
47061,1304091.794792609
27057,0.0
38081,0.0
36089,0.0
29179,0.0
06067,56542889.29871732
39125,0.0
18179,149991.02811286825
51063,0.0
06083,0.0
54005,0.0
28009,727773.4618370591
21115,0.0
44003,11303049.005153516
50025,2164770.048306384
50019,518990.4632696982
20085,0.0
22041,0.0
49015,1418335.303909314
53019,0.0
30109,228184.31380570403
35027,0.0
40021,0.0
27173,0.0
48231,5182737.027530612
48335,2402282.037739183
48499,0.0
40113,0.0
37039,0.0
26107,0.0
21195,0.0
29047,10396059.418199724
28027,0.0
18011,8796654.016330156
19057,0.0
19163,5328310.061671084
20143,0.0
12023,10068434.892458592
12059,1236767.8130036106
28047,11191137.60452862
47011,4956097.436016373
27017,2299638.5367644546
48315,0.0
36095,912960.620164419
40117,0.0
36007,6022489.964212884
48291,108325.3462688
39009,0.0
39081,0.0
54083,0.0
54049,2439101.360589912
34011,0.0
06057,5976016.191038701
55031,118156.39082466326
21199,0.0
27165,0.0
16013,0.0
22053,2712589.1592348954
46119,0.0
08031,49887193.46291533
40029,0.0
30011,0.0
48461,0.0
18051,1377941.1837317043
31105,311012.3691137065
17093,475374.5448735419
11001,9197678.917755535
08085,0.0
27171,5075206.4311860055
55059,7796249.318201941
08037,7533322.424676637
06075,13172839.75632023
08113,0.0
12109,16521765.601355776
28019,0.0
29079,0.0
37025,8173052.937015283
29225,2438151.044999576
45053,7606458.066520419
48043,0.0
39005,5090093.432058375
31119,0.0
12085,10320236.862286355
08079,0.0
13085,0.0
13167,0.0
05095,1882848.6653959095
51117,1902020.7747165337
21233,519807.58807308925
40047,0.0
53059,0.0
26091,0.0
05123,6368676.210669148
13101,0.0
20105,444676.9542287964
20183,0.0
12065,1867002.105903503
28005,0.0
05097,0.0
26025,7405337.151744704
01029,4052180.7340436284
08123,14109514.658040455
40009,2498567.732188566
06049,0.0
19153,22728838.056262523
36085,10343260.2144907
39071,0.0
27077,0.0
16011,3466694.5152898734
21139,571009.8958472364
13201,0.0
47103,0.0
21211,5501470.129315023
31185,2358075.6046760003
42001,0.0
45005,0.0
47037,86491420.25490955
49047,0.0
49049,56510950.28330616
18021,1421696.5728011883
36047,14037771.968477149
45007,12221559.796196269
56007,4517831.229405259
30093,1865494.1862013305
17177,0.0
26087,2436253.7751237648
22027,0.0
48449,3044057.3266989626
54027,0.0
37125,0.0
20009,0.0
38087,0.0
22083,3981375.333209224
31071,0.0
22099,3323883.885281271
01119,2510219.1747870967
01133,0.0
12117,11912245.396347456
28035,2037303.078171345
26065,5662968.480901152
20177,5472812.937183617
46061,891626.8410480509
27061,0.0
08073,1282919.5439495915
36053,2296880.8597184084
36115,0.0
18081,5504711.997908372
17057,0.0
36103,37187240.91972188
18161,0.0
29119,847291.6543122283
31157,0.0
35047,2643947.713313609
01081,4493402.13268
48367,8145465.555449608
38021,0.0
38003,1477365.3451562687
27143,0.0
13293,0.0
06097,0.0
26033,554956.6568294115
16019,993337.1679765289
13013,889196.1784694276
13183,0.0
48271,0.0
40115,2464809.9210443497
42033,2513408.0900493795
26037,4259220.843327184
17135,2800797.117154886
28003,0.0
28071,0.0
22043,0.0
29005,1056421.0278448488
17115,1730595.113459513
20167,1380683.6771660203
17155,10365.832745422584
46055,0.0
47111,0.0
05023,0.0
01109,0.0
16003,0.0
25005,26596132.841220338
42107,3752538.4551801444
38103,0.0
37045,1834881.6557085365
05059,3518543.386299021
24021,15082257.144960444
17169,0.0
06051,0.0
06109,0.0
35013,10546240.675016094
13081,4415470.628875217
05027,0.0
38039,0.0
06095,64950488.799552284
19043,0.0
28163,1102685.4164315348
19067,0.0
21145,2717180.8533934555
21225,0.0
46125,0.0
47029,2933566.9613820696
47067,0.0
47071,0.0
45067,0.0
22117,0.0
29207,0.0
13093,5541973.587530214
27145,6001871.028862847
31155,0.0
27141,0.0
46035,732717.8146539595
47025,0.0
48337,0.0
48049,0.0
55101,7889752.91842738
55115,0.0
19009,0.0
48207,0.0
40083,2224763.823934163
36065,2643736.91243799
08065,0.0
40121,0.0
54017,0.0
54105,0.0
33003,0.0
54095,0.0
26081,12340670.780516297
37147,1448818.086795763
30009,0.0
31167,0.0
13001,0.0
25007,0.0
38049,0.0
31179,0.0
38045,0.0
16023,0.0
33007,0.0
38043,821356.8890917837
48273,0.0
18127,8557623.085391676
26009,0.0
45069,62117.32369122494
16009,0.0
17103,3016534.124361643
31127,0.0
37031,0.0
20149,0.0
26075,4670417.539085977
48091,15459106.679672413
25019,0.0
45009,0.0
48007,0.0
13019,0.0
18165,483071.95016041666
51019,0.0
35033,1131118.7182224912
31011,0.0
29149,0.0
47083,0.0
42131,0.0
37107,0.0
16059,0.0
21183,0.0
31153,7172938.487649906
13071,0.0
46117,0.0
32031,22668916.28925218
47073,0.0
38011,0.0
42057,1435285.377358898
22055,5258243.8139321245
48237,0.0
17175,0.0
40055,0.0
48211,0.0
16069,0.0
46129,0.0
06055,1487912.5829849222
40033,729564.2639790863
29221,0.0
36011,1586545.9904895835
48417,0.0
48407,0.0
13179,4084467.490461933
48349,7945516.859919971
48047,0.0
47187,23974230.109407116
56021,6014792.78643704
53003,0.0
27155,0.0
17017,0.0
13247,6216749.073837618
42067,0.0
42083,0.0
40049,3299874.447724262
31021,0.0
35045,0.0
36073,0.0
22031,4309736.939617273
06019,9987042.667713039
19095,2656514.9562724875
31019,2131555.9148125257
40007,0.0
19023,0.0
30085,0.0
51670,415723.296582
17201,7113163.7492851
04007,0.0
24045,0.0
21043,2057149.6004094626
37097,13746469.315520648
51083,0.0
37091,0.0
36057,3469065.6067031515
13123,0.0
27135,0.0
28089,7470863.952476055
48227,2919306.7051403723
54099,545990.1156479412
12049,0.0
39025,6861734.469456037
48501,0.0
41071,0.0
19115,0.0
20049,0.0
39121,1313943.5062525154
39137,0.0
48425,0.0
42075,2040181.6852910907
30035,0.0
32027,3380718.096943891
27087,0.0
34031,11422125.70192882
30047,0.0
48261,0.0
48033,0.0
29157,1419210.9955646533
48411,0.0
40073,0.0
48051,0.0
36035,0.0
28133,0.0
48247,0.0
08017,0.0
41005,13590202.181778608
05113,0.0
13193,0.0
18007,0.0
47129,0.0
46043,0.0
24047,0.0
17185,0.0
18069,2145986.730623859
21209,6680034.749910139
19053,1312013.0162767987
18169,0.0
18003,10634247.60894913
18099,0.0
31171,0.0
42077,4744394.31771271
31159,2679264.76006
36015,2905603.026875617
36121,0.0
06099,5547007.092667302
42095,984777.8144365175
01103,3249762.0996285887
21027,0.0
31113,0.0
31121,0.0
31161,0.0
21039,0.0
56025,1903399.3180502201
13321,0.0
18109,3946731.4079883024
48139,13063388.747108322
13229,0.0
18053,2128756.7707904056
12035,7669596.7407864295
28077,0.0
22127,0.0
17073,4001425.6776541155
55087,4575392.707239529
29107,3620572.9516333765
37195,5522839.261433903
39117,6405058.887077438
30039,1350181.1494239909
38031,0.0
05033,5782387.838205371
48053,0.0
29186,2018349.587907726
48179,1350151.5515576724
17109,0.0
19137,0.0
05067,0.0
48229,5437064.375625663
28101,2133183.8164848066
37163,1931236.7267611616
47127,0.0
12103,17301408.57149615
17065,0.0
05105,0.0
20023,0.0
08029,0.0
19185,0.0
48165,0.0
01093,2760323.481113684
37189,0.0
51770,2801656.4237374654
48317,1358830.2778867318
48037,6382359.9741960745
49057,8602936.687781246
29127,116551.91527552417
36045,2088887.8197681278
18097,76046594.41454479
05017,0.0
13021,14099616.401581338
05115,3328705.3048024466
51175,0.0
48183,2540698.9930145848
36087,12750373.091290904
05089,0.0
51800,1714730.0618735815
08041,23877752.087775968
29187,0.0
48475,3221629.417464182
08061,0.0
48487,0.0
41015,0.0
08119,0.0
29049,1783278.0367651428
53045,0.0
37127,5276519.094857294
51199,5055788.106652209
16047,2184001.8514256035
47167,0.0
22121,4412450.8707720535
29171,0.0
56039,0.0
55043,0.0
38059,2368383.5994114387
37041,0.0
37021,15323847.015370797
06063,0.0
51730,2522543.1409301497
13175,2888205.227065665
36061,4948670.50868333
05007,6980001.498610225
12083,17182122.9895131
51135,0.0
34041,12227788.723294003
36021,1264476.4765643063
51690,0.0
29165,10317085.851852836
29021,2641128.0811757646
01083,5756608.871992505
18065,2728800.944117464
31143,0.0
39123,1208695.6903155532
27107,0.0
27053,56570679.45532413
42027,3433493.8314984506
48025,0.0
47077,3696066.3266636794
19171,0.0
20175,0.0
19135,0.0
31147,0.0
17021,0.0
12089,4325098.703178041
12133,1210648.2210526008
13007,0.0
13275,0.0
21005,0.0
21185,3102370.8342891983
13057,8056950.33663871
38065,0.0
26133,0.0
47109,0.0
53001,2496601.2710685777
29057,0.0
22101,0.0
50007,4337855.29150568
27079,0.0
53017,0.0
36009,1930539.898789439
55027,961793.7761000282
19105,0.0
20007,0.0
29169,2842120.6816450018
47151,0.0
46031,0.0
46053,0.0
37181,2246432.980383282
21033,1007475.1909063427
45011,0.0
47039,806060.603521752
18009,0.0
01055,2598336.453752431
16025,0.0
20155,0.0
40001,0.0
39085,8490580.7038067
51775,1548479.9564565006
51121,5225360.075104582
47065,19495900.955862768
35035,0.0
35003,0.0
01091,0.0
56023,0.0
29011,985876.7908972969
48057,0.0
51735,0.0
54075,0.0
48077,0.0
51095,3218732.8330288418
31101,0.0
31137,0.0
22019,20997248.44208655
22111,0.0
40135,3354837.3408862064
42073,1120082.8073595564
39067,0.0
37003,0.0
34009,0.0
33005,88522.998144
27089,0.0
51101,0.0
08055,1777599.4456714815
48255,0.0
47023,0.0
17171,455005.9008677884
48003,0.0
39109,6287820.911246783
31169,0.0
47033,0.0
19079,1871009.8916515857
39165,17618336.38338218
13255,1032156.1493869313
34019,12620239.133831616
29217,1308668.4551382554
18121,0.0
19069,1444148.7841359247
13035,2806593.281746102
08039,1543709.6520007595
40145,72924.10056
30083,0.0
05003,0.0
05041,0.0
47135,0.0
48147,0.0
20043,0.0
48265,1907564.3646900887
12053,3475421.6657910603
12129,0.0
12131,2502985.767676133
28017,0.0
29025,0.0
12107,0.0
18025,1232898.1105397076
29111,0.0
31075,0.0
21055,0.0
19147,0.0
19159,0.0
37151,8283900.658306023
24015,7930959.058333199
18171,0.0
31077,0.0
31095,0.0
31151,0.0
21119,0.0
19045,0.0
27063,861602.3394201559
27039,0.0
27047,2855385.751816261
06009,0.0
25001,0.0
51119,0.0
42065,1153274.0242249558
18089,28383847.37358999
21075,0.0
20079,1746965.4234080766
30021,734095.3565170349
54091,0.0
26111,0.0
28119,0.0
21093,7409352.617518208
17081,5028151.216187346
46057,185300.940889804
55069,0.0
36033,0.0
51630,2621331.54839354
46007,0.0
22115,0.0
23019,6009113.159704742
24041,0.0
13257,0.0
06065,137483604.16288486
05005,0.0
28007,0.0
19169,3086202.582321129
20011,0.0
42031,1326493.4675987016
46097,0.0
46073,0.0
18031,2106588.1426887983
18037,250576.2889730005
51057,0.0
45089,0.0
36031,1563208.187798123
19195,1125399.6032546817
40063,0.0
51027,0.0
51005,1893301.5003429488
28087,0.0
18143,1820425.603916548
08099,0.0
48435,2208048.2448221063
40101,904490.4153671798
19005,0.0
48061,13879812.660382349
48339,29702466.79533699
08071,2383644.78985584
48299,0.0
48319,0.0
37043,0.0
36071,15465256.843722755
36093,4359729.101557195
54059,0.0
51065,259761.5387692562
17097,18021102.540844224
13195,0.0
05039,0.0
08057,0.0
08063,2439074.745042061
16073,0.0
55141,0.0
36013,4212538.0489118155
13067,53816967.85283879
26041,0.0
05131,2477579.981185279
06087,0.0
13191,7187770.629805822
13207,13515435.803090231
29069,0.0
48483,1569080.4203923827
13117,0.0
48409,2125726.1227628617
28147,0.0
29137,0.0
26073,0.0
48341,0.0
45017,4486360.395264958
56035,0.0
29095,41504830.787607044
13281,0.0
26149,0.0
17055,2396833.6405394482
30033,0.0
31001,0.0
27109,1065599.3666006108
34039,35155432.91804808
01097,23349732.79408741
46087,1141333.5640334012
01057,0.0
01017,1651518.0485336566
37131,1411719.2841955696
08081,0.0
21087,0.0
18047,328130.5385239833
37013,0.0
38015,1469874.212334819
37159,14724980.032088123
26071,0.0
27067,0.0
21237,0.0
48149,2752695.350028634
46081,1438868.726951738
23029,0.0
48045,0.0
26131,0.0
28015,1068275.4959394687
38033,289215.0622855853
56027,0.0
27117,0.0
51099,0.0
53025,2971124.8118438716
27129,0.0
12001,11539757.602831833
13241,0.0
54097,0.0
29215,0.0
05119,38951854.8006557
19047,0.0
16005,4144083.0730337338
39055,0.0
06107,0.0
36117,0.0
51163,6099053.16449093
38095,0.0
42045,10532457.120762136
36063,897719.9926597954
20117,0.0
48505,0.0
13177,0.0
21019,661365.1756338
27019,0.0
31037,0.0
45025,0.0
17083,0.0
51085,18573458.555657
20199,0.0
26003,0.0
05049,0.0
48215,19529620.418255832
37155,9962300.015939942
26123,0.0
41049,1721416.9993462798
27153,430835.2496766688
05083,0.0
37109,0.0
05091,3880347.433411116
12095,29997522.68707961
08111,0.0
16041,0.0
13045,3036658.1049355855
20161,377420.60563463566
48413,0.0
51167,0.0
37027,0.0
16065,0.0
18173,1782065.5006193905
21001,0.0
21077,2817504.8351305393
21097,0.0
22079,6452206.024533715
31111,2056908.0267406409
48067,0.0
47079,0.0
51840,736643.7711456
37061,3284948.632917025
37087,5838731.883535013
27037,15081673.472866256
41025,0.0
55001,0.0
27095,0.0
38099,418481.1155543707
39115,0.0
39133,7531112.9092161525
56041,3262619.346714171
32013,2416158.5251839133
13307,0.0
13169,0.0
13135,48040914.41749389
55095,0.0
55045,0.0
36079,4218752.44235625
51700,11244015.611325752
08011,0.0
40065,0.0
30089,0.0
48173,0.0
05047,2061229.8495843294
30037,0.0
37101,11647002.041731957
06085,54555278.941077106
45019,15730457.862440787
53005,5721887.662292179
29001,0.0
39043,5769579.047993696
17183,1998013.6881640847
29189,108304410.3475716
17007,3151340.098484804
06103,5859487.595750383
55025,14757505.02209624
48151,0.0
22085,0.0
17137,983728.8774653741
22067,0.0
21029,9505309.67952455
01047,0.0
48093,0.0
30053,0.0
27021,0.0
08007,0.0
16063,0.0
42071,1692362.6868838214
55057,4166492.516745435
21101,568481.8201003238
12093,0.0
13291,0.0
19013,1527951.2779139872
48403,0.0
39131,0.0
01125,13315249.20392891
01131,0.0
28097,796829.6532680524
31099,0.0
31087,0.0
10003,25014326.824882735
16081,0.0
17161,3852694.4347644965
51073,0.0
05133,0.0
18017,0.0
16077,1655590.2257648297
18015,0.0
42101,19756024.469592966
56043,0.0
37029,0.0
36109,0.0
05069,2880354.4568539346
05079,0.0
22065,4505762.172312029
30105,0.0
13313,8555401.591165489
20203,0.0
46023,0.0
31027,0.0
53035,0.0
17111,1612110.372241618
30069,0.0
29033,0.0
53075,0.0
27147,2208892.1322291526
21117,15313123.028846344
19037,0.0
17037,1365642.2942098537
19081,0.0
38089,1752650.2368217574
26095,0.0
40019,2654934.473867025
37139,0.0
35055,0.0
28011,0.0
32023,0.0
21069,0.0
55019,0.0
45091,14047198.507073164
18001,0.0
22005,5251891.624605827
28155,0.0
25011,2360794.5941706463
31031,0.0
30001,1213559.658183495
29143,2899829.991400208
05057,3152543.5567685813
29029,0.0
51031,0.0
39105,0.0
54067,0.0
40053,0.0
46115,0.0
50027,4276272.524601561
48455,0.0
35001,45329518.938417286
13205,0.0
21147,0.0
21191,0.0
21215,0.0
30041,0.0
31175,0.0
48069,0.0
24043,11232314.142522253
21133,0.0
34033,1524016.2844035178
47119,3710976.923398068
56015,0.0
55107,0.0
55133,15462959.919718312
21079,0.0
53009,0.0
53065,0.0
19177,0.0
31073,0.0
28095,0.0
12033,7262803.592989151
